Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_03_388.jpg;0;0;1;0;99.66999;85.58897;0.0002369011;49.51251;6.920431E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_03_450.jpg;0;0;0;0;99.66999;85.58897;0.0002369011;49.51251;6.920431E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_03_516.jpg;0;0;0;0;99.66999;85.58897;0.0002369011;49.51251;6.920431E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_03_583.jpg;0;0;0;0;99.66999;85.58897;0.0002369011;49.51251;6.920431E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_03_650.jpg;0;0;0;0;99.66999;85.58897;0.0002369011;49.51251;6.920431E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_03_716.jpg;0;0;0;0;99.66999;85.58897;0.0002367008;49.51251;6.181834E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_03_783.jpg;0;0;0;0;99.66999;85.58897;0.0002363557;49.51251;3.202824E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_03_850.jpg;0;0;0;0;99.66999;85.58897;0.0002361107;49.51251;5.930793E-08
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_03_916.jpg;0;0;0;0;99.66999;85.58897;0.0002358657;49.51251;-2.01673E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_03_983.jpg;0;0;0;0;99.66999;85.58897;0.0002357208;49.51251;-4.257209E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_050.jpg;0;0;0;0;99.66999;85.58897;0.0002357208;49.51251;-4.257209E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_116.jpg;0;0;0;0;99.66999;85.58897;0.0002357208;49.51251;-4.257209E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_183.jpg;0;0;0;0;99.66999;85.58897;0.0002357208;49.51251;-4.257209E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_250.jpg;0;0;0;0;99.66999;85.58897;0.0002357208;49.51251;-4.257209E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_316.jpg;0;0;0;0;99.66999;85.58897;0.0002357208;49.51251;-4.257209E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_383.jpg;0;0;0;0;99.66999;85.58897;0.0002357208;49.51251;-4.257209E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_450.jpg;0;0;0;0;99.66999;85.58897;0.0002356839;49.51251;-3.255911E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_516.jpg;0;0;0;0;99.66999;85.58897;0.0002356285;49.51251;-1.753965E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_583.jpg;0;0;0;0;99.66999;85.58897;0.0002355547;49.51251;2.486308E-08
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_650.jpg;0;0;0;0;99.66999;85.58897;0.0002354993;49.51251;1.750577E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_716.jpg;0;0;0;0;99.66999;85.58897;0.0002354439;49.51251;3.252524E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_783.jpg;0;0;0;0;99.66999;85.58897;0.00023537;49.51251;5.255119E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_849.jpg;0;0;0;0;99.66999;85.58897;0.0002353146;49.51251;6.757066E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_916.jpg;0;0;0;0;99.66999;85.58897;0.0002352966;49.75178;2.910746E-07
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_04_983.jpg;4.0029;0;0;0;99.66999;85.58897;0.0002350552;50.47211;-1.387141E-06
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_050.jpg;7.99614;0;0;0;99.66999;85.58897;0.0002345578;51.79143;-5.271032E-06
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_116.jpg;3.996302;0;0;0;99.66999;85.58897;0.0002342133;52.75001;-8.007137E-06
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_183.jpg;-0.004380941;0;0;0;99.66999;85.58897;0.000234521;52.98841;-6.416212E-06
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_249.jpg;0;0;0;0;99.66999;85.58897;0.0002353124;52.98842;-5.082165E-06
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_316.jpg;-0.01523495;0;0;0;99.66999;85.58897;0.0002366805;52.7459;-2.662408E-06
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_383.jpg;-4.016994;0;0;0;99.66999;85.58897;0.0002387669;52.02177;1.635043E-06
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_450.jpg;-8.012935;0;0;0;99.66999;85.58897;0.0002387018;50.69919;8.119415E-06
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_516.jpg;-8.025591;0;0;0;99.66999;85.58897;0.0002378665;49.01528;1.438735E-05
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_583.jpg;-4.033431;0;0;0;99.66999;85.58897;0.0002376891;47.80912;1.740002E-05
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_650.jpg;-0.02687216;0;0;0;99.66999;85.58897;0.0002387846;47.68438;1.637357E-05
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_716.jpg;3.97861;0;0;0;99.66999;85.58897;0.0002392694;48.16064;1.194216E-05
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_783.jpg;0;0;0;0;99.66999;85.58897;0.0002385166;48.39804;8.810904E-06
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_850.jpg;0;0;0;0;99.66999;85.58897;0.0002372413;48.39804;6.157367E-06
/Users/jkallickal/programming/robotics/RoboND-Rover-Project/code/data/IMG/robocam_2017_10_01_20_36_05_916.jpg;0;0;0;0;99.66999;85.58897;0.0002359332;48.39804;3.890919E-06
